ENAS AGRUPADAS - SEMANAS OPERATIVAS - MWm
SISTEMA;202436;202437;202438;202439;202440;202441;
SIN;16436.4;15321.8;17774.3;19927.8;21014.1;23702.3;

SUBSISTEMA;202436;202437;202438;202439;202440;202441;
SUDESTE;9997.7;9415.6;9551.7;10313.7;12234.1;13113.2;
SUL;3921.2;3472.2;5862.3;7280.4;6527.8;8284.4;
NORDESTE;1283.8;1306.0;1319.9;1368.9;1315.5;1341.9;
NORTE;1233.7;1128.1;1040.5;964.7;936.8;962.8;

REE;202436;202437;202438;202439;202440;202441;
SUDESTE;1340.4;1257.3;1283.0;1408.8;1670.6;1852.7;
MADEIRA;1024.3;937.7;976.3;993.2;984.3;1004.0;
TELES PIRES;423.7;403.6;354.7;348.3;403.0;460.7;
ITAIPU;1463.9;1376.8;1433.1;1572.5;1725.1;1934.1;
PARANA;5097.2;4862.7;4799.8;5024.2;6220.6;6686.4;
PARANAPANEMA;648.2;577.4;704.7;966.7;1230.5;1175.4;
SUL;2349.4;2127.0;4318.7;5260.9;4157.0;5625.1;
IGUACU;1571.9;1345.2;1543.6;2019.5;2370.8;2659.3;
NORDESTE;1283.8;1306.0;1319.9;1368.9;1315.5;1341.9;
NORTE;817.0;759.0;709.0;669.7;660.2;696.5;
BELO MONTE;104.1;96.0;90.1;83.3;86.3;88.5;
MANAUS-AMAPA;312.6;273.1;241.4;211.8;190.2;177.8;

BACIA;202436;202437;202438;202439;202440;202441;
ALTOPARANA;2369.6;2269.7;2236.6;2317.6;2772.5;3047.9;
ALTOTIETE;79.5;73.9;113.6;181.8;170.4;232.9;
AMAZONAS-N;166.9;146.9;129.5;112.6;102.4;100.3;
AMAZONAS-SE;45.6;42.1;42.4;44.5;56.8;61.6;
ARAGUARI;169.5;148.8;133.6;120.0;107.8;96.8;
ARTIFICIAL;0.0;0.0;0.0;0.0;0.0;0.0;
BAIXOPARANA;1867.2;1765.2;1821.0;1976.9;2186.5;2445.2;
CAPIVARI;82.6;82.6;82.6;95.3;95.3;89.0;
CUBATAO-SC;0.0;0.0;0.0;0.0;0.0;0.0;
DOCE;166.3;164.4;165.6;167.7;192.3;197.7;
GRANDE;955.2;902.9;884.4;957.6;1428.6;1418.7;
IGUACU;1497.4;1282.2;1470.2;1908.3;2226.0;2515.5;
ITABAPOANA;16.9;15.2;15.2;15.2;16.9;20.3;
ITAJAI-ACU;75.9;74.1;142.9;326.4;250.5;328.1;
JACUI;471.7;442.4;871.2;813.7;657.1;791.7;
JEQUITINHONHA-NE;18.6;17.2;16.4;16.4;17.9;22.9;
JEQUITINHONHA-SE;30.5;27.6;27.6;26.2;27.6;33.4;
MADEIRA;978.8;895.6;934.0;948.7;927.5;942.4;
MUCURI;3.6;3.6;3.6;3.1;3.6;4.9;
PARAGUACU;19.0;19.0;18.0;18.0;18.0;18.0;
PARAGUAI;252.9;249.3;247.3;248.7;255.6;251.2;
PARANAIBA;1140.6;1088.1;1043.5;1045.3;1247.3;1335.6;
PARANAPANEMA-S;74.5;63.0;73.5;111.2;144.8;143.8;
PARANAPANEMA-SE;648.2;577.4;704.7;966.7;1230.5;1175.4;
PARNAIBA;73.0;71.5;70.4;69.2;75.7;77.6;
PBDOSUL;430.9;389.4;398.7;461.6;634.8;590.3;
SAOFRANCISCO-NE;1173.2;1198.3;1215.0;1265.2;1203.9;1223.4;
SAOFRANCISCO-SE;53.6;51.6;49.5;52.1;70.7;73.4;
TELESPIRES;423.7;403.6;354.7;348.3;403.0;460.7;
TIETE;228.5;213.5;247.3;299.3;310.9;373.1;
TOCANTINS-N;817.0;759.0;709.0;669.7;660.2;696.5;
TOCANTINS-SE;306.2;282.4;261.9;252.4;298.7;448.5;
URUGUAI;1719.2;1528.0;3221.9;4025.4;3154.0;4416.4;
XINGU;80.3;73.3;68.4;62.5;66.3;69.2;

ENAS MENSAIS - MWm - REV0/SET/2024
SISTEMA; MED; MLT; %MLT
SIN;17760.9;36454.2;49%

SUBSISTEMA; MED; MLT; %MLT
SUDESTE;10055.2;19626.8;51%
SUL;5313.8;11628.0;46%
NORDESTE;1320.4;2932.7;45%
NORTE;1071.5;2266.7;47%

REE; MED; MLT; %MLT
SUDESTE;1356.6;2469.0;55%
MADEIRA;981.6;1789.0;55%
TELES PIRES;383.3;697.6;55%
ITAIPU;1487.8;2649.9;56%
PARANA;5068.4;9981.3;51%
PARANAPANEMA;777.4;2040.0;38%
SUL;3617.1;6940.9;52%
IGUACU;1696.7;4687.2;36%
NORDESTE;1320.4;2932.7;45%
NORTE;728.2;1467.9;50%
BELO MONTE;92.3;376.7;24%
MANAUS-AMAPA;251.0;422.1;59%

BACIA; MED; MLT; %MLT
ALTOPARANA;2343.4;4413.3;53%
ALTOTIETE;119.1;169.8;70%
AMAZONAS-N;134.4;227.3;59%
AMAZONAS-SE;44.9;84.9;53%
ARAGUARI;138.6;216.4;64%
ARTIFICIAL;0.0;0.0;0%
BAIXOPARANA;1890.2;3339.0;57%
CAPIVARI;86.8;114.4;76%
CUBATAO-SC;0.0;0.0;0%
DOCE;168.6;431.3;39%
GRANDE;974.4;2272.6;43%
IGUACU;1609.6;4416.7;36%
ITABAPOANA;15.7;24.1;65%
ITAJAI-ACU;167.0;275.0;61%
JACUI;656.4;1299.9;50%
JEQUITINHONHA-NE;17.2;71.4;24%
JEQUITINHONHA-SE;27.9;47.9;58%
MADEIRA;936.8;1704.0;55%
MUCURI;3.5;18.7;19%
PARAGUACU;18.4;27.2;68%
PARAGUAI;250.0;334.4;75%
PARANAIBA;1094.1;2081.5;53%
PARANAPANEMA-S;87.2;270.4;32%
PARANAPANEMA-SE;777.4;2040.0;38%
PARNAIBA;71.4;87.4;82%
PBDOSUL;441.3;647.6;68%
SAOFRANCISCO-NE;1213.4;2746.7;44%
SAOFRANCISCO-SE;53.5;151.2;35%
TELESPIRES;383.3;697.6;55%
TIETE;254.1;524.7;48%
TOCANTINS-N;728.2;1467.9;50%
TOCANTINS-SE;277.0;644.1;43%
URUGUAI;2706.8;5251.5;52%
XINGU;70.3;355.1;20%

