&& CABEÇALHO OCUPA AS TRES PRIMEIRAS LINHAS
&&COD  NOME------|-----JAN-|-----FEV-|-----MAR-|-----ABR-|-----MAI-|-----JUN-|-----JUL-|-----AGO-|-----SET-|-----OUT-|-----NOV-|-----DEZ-|
 MESPLAN=             9 ANOPLAN=          2024
  169 XXXXXXXXXXX    2139.00   3003.00   2759.00   2586.00    931.00    586.00    522.00    453.52    690.00    518.00    722.00    635.00
  170 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  171 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  172 XXXXXXXXXXX    2133.00   3038.00   2866.00   2743.00    990.00    592.00    527.00    458.32    695.00    521.00    728.00    594.00
  173 XXXXXXXXXXX    2133.00   3038.00   2866.00   2743.00    990.00    592.00    527.00    458.32    695.00    521.00    728.00    594.00
  174 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  175 XXXXXXXXXXX    2133.00   3038.00   2866.00   2743.00    990.00    592.00    527.00    458.32    695.00    521.00    728.00    594.00
  176 XXXXXXXXXXX    2133.00   3038.00   2866.00   2743.00    990.00    592.00    527.00    458.32    695.00    521.00    728.00    594.00
  177 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  178 XXXXXXXXXXX    2047.00   3047.00   2908.00   2753.00   1025.00    595.00    529.00    461.03    697.00    526.00    728.00    581.00
  179 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  180 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  181 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  182 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  183 XXXXXXXXXXX     100.00     75.00     67.00     37.00     27.00     23.00     22.00     17.84     33.00     33.00     48.00     43.00
  184 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  185 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  186 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  187 XXXXXXXXXXX     122.00    123.00    122.00    101.00     87.00     77.00     68.00     31.94     61.00     68.00     86.00    112.00
  188 XXXXXXXXXXX     471.00    975.00    425.00    206.00     65.00     48.00     30.00     30.06     52.00     42.00     49.00     45.00
  189 XXXXXXXXXXX       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  190 XXXXXXXXXXX     432.00    630.00    560.00    633.00    320.00    243.00    205.00    203.74    213.00    198.00    241.00    277.00
  191 XXXXXXXXXXX    1289.00   1697.00   1241.00   1002.00    389.00    240.00    184.00    121.61    140.00    121.00    174.00    434.00
